0	0
0	0
0	0
0	0
0	0
65	1
0	0
0	0
0	0
1	2
0	0
0	0
0	0
0	0
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	2
0	3
0	0
0	0
0	0
1	2
4	3
2	8
0	1
2	2
4	2
0	1
0	0
0	0
0	0
0	0
2	2
0	0
0	0
4	0
0	0
0	0
2	2
0	0
3	3
2	2
0	0
2	2
0	0
2	2
0	0
0	0
0	0
0	0
2	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	3
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
2	2
0	0
2	2
0	0
0	0
2	2
0	0
0	0
0	0
2	2
0	0
0	0
0	0
7	3
0	3
0	0
0	0
0	0
0	0
1	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	2
3	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
35	8
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
2	0
0	0
0	0
0	0
0	0
0	0
2	2
0	1
0	0
0	0
0	0
3	7
2	2
3	2
0	0
0	0
2	3
0	0
3	2
0	0
0	0
0	0
6	6
0	0
0	0
0	0
0	0
0	0
0	0
2	2
0	0
3	2
0	0
3	2
0	0
0	0
0	0
0	0
0	0
2	2
0	0
1	0
0	0
0	0
0	0
0	0
0	0
2	2
0	0
0	0
0	0
0	0
0	0
3	2
0	0
0	0
2	1
0	0
1	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
4	4
0	0
0	0
0	0
0	0
0	0
2	2
0	0
2	2
0	0
0	0
2	2
0	0
0	0
0	0
1	0
0	0
0	0
1	0
1	0
4	2
4	2
0	0
0	0
1	0
0	0
0	0
4	2
0	0
0	0
0	0
3	2
0	0
0	0
0	0
0	0
4	2
0	0
0	0
0	0
0	0
0	0
1	0
0	0
2	2
2	2
2	2
0	0
0	0
2	2
3	2
0	0
2	0
0	0
2	2
2	2
0	0
1	0
0	0
4	3
2	2
1	2
3	2
0	0
2	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
2	2
0	0
0	0
0	0
0	0
0	0
4	2
3	2
0	0
1	0
3	3
0	0
1	2
1	0
0	0
2	1
0	0
0	0
0	0
36	0
0	0
0	0
0	0
0	1
0	0
3	2
3	3
0	0
0	0
0	0
0	0
0	0
0	0
2	2
0	0
4	2
0	0
2	3
0	0
0	0
0	0
2	2
0	0
0	0
2	3
4	2
0	0
0	0
0	0
0	0
0	0
3	2
2	2
4	2
0	0
2	2
