0	688.0
0	6483.0
8	1578.0
1	4865.0
1	2242.0
0	755.0
3	658.0
0	1.0
0	503.0
2	6344.0
0	1643.0
0	1897.0
0	143.0
0	1461.0
1	196.0
0	1232.0
0	5734.0
0	509.0
0	1095.0
0	2595.0
0	1559.0
2	1152.0
1	3543.0
0	1364.0
0	78.0
0	12.0
0	366.0
0	301.0
1	1108.0
0	332.0
2	2498.0
0	1758.0
0	3725.0
1	1011.0
2	623.0
0	3166.0
0	299.0
2	558.0
0	1457.0
2	84.0
0	894.0
0	705.0
0	1905.0
1	732.0
2	713.0
0	2160.0
3	10.0
0	107.0
0	782.0
3	804.0
0	559.0
2	987.0
0	800.0
0	575.0
0	41.0
0	1443.0
0	1029.04166667
0	1593.0
1	1178.95833333
3	1185.0
2	223.0
0	527.0
0	18.0
0	1745.0
2	405.0
0	7.0
1	5291.0
1	3506.04166667
1	754.0
0	1793.0
0	887.0
0	434.958333333
5	1617.0
0	1452.0
0	331.0
0	3147.0
2	996.0
0	1551.04166667
0	671.0
2	260.0
0	2452.0
0	965.0
0	1280.0
0	993.0
0	1576.0
3	730.0
0	162.0
2	2338.0
0	5846.0
2	208.0
0	1867.0
1	229.0
2	857.0
0	3810.0
0	413.0
0	6576.0
0	1749.0
0	2688.0
2	278.0
0	1502.0
0	2026.0
1	4586.0
1	381.0
0	228.0
0	934.0
0	3552.04166667
2	295.0
0	382.0
1	2878.0
0	264.0
3	3999.0
0	75.0
2	2184.0
0	417.0
3	522.0
0	4288.0
0	182.0
0	1447.0
0	1417.0
4	890.0
2	34.0
2	661.0
0	2518.0
0	1561.0
0	350.0
0	1058.0
0	487.0
1	1825.0
1	1248.0
2	3085.0
0	1958.0
0	1070.0
0	1609.0
0	274.0
1	2590.0
0	385.0
0	14.0
0	3505.0
2	4172.0
0	570.0
3	19.0
8	3514.0
2	38.0
3	75.0
0	1598.0
0	1289.0
2	1359.0
0	975.0
4	615.0
3	314.0
0	2016.04166667
0	353.0
0	4878.04166667
1	706.0
0	1273.0
0	568.0
0	6233.0
1	2670.0
3	1269.0
2	134.0
3	2213.0
0	652.0
2	98.0
0	281.0
2	123.0
0	1171.0
0	722.0
0	1322.0
2	596.0
3	1990.0
4	1458.0
2	1389.0
0	621.0
0	995.0
0	160.041666667
0	1471.0
0	2504.0
0	1392.0
4	259.0
1	849.0
0	1530.0
0	1460.0
0	2897.0
4	3009.0
0	476.0
0	7776.0
0	1558.0
1	381.0
2	275.0
0	794.0
0	797.0
2	548.0
0	3227.04166667
2	1428.0
0	463.0
0	3337.0
2	558.0
0	553.0
2	5.0
0	3563.95833333
0	664.0
0	434.0
0	306.0
2	1223.0
2	1162.0
0	756.0
3	218.0
0	2440.0
2	1243.0
0	2303.0
0	3035.0
2	869.0
6	3087.0
1	4166.04166667
2	1230.0
0	4398.0
5	2613.0
1	3528.0
3	2708.04166667
1	3386.0
0	470.0
2	253.0
0	9329.0
0	2993.0
0	424.0
0	308.0
0	1063.0
0	5520.0
2	1163.0
0	4382.0
3	2365.0
0	83.0
0	202.0
2	1356.0
1	337.0
0	326.0
0	2906.0
0	659.0
2	205.0
0	1445.0
0	1915.0
0	4197.0
0	1482.0
1	2436.0
1	822.0
0	135.0
0	2722.0
0	163.0
4	4045.0
1	7778.0
3	1647.0
8	377.0
1	1535.0
3	1262.0
0	2178.0
3	410.0
0	3210.0
0	599.0
0	4235.0
2	796.0
0	248.0
2	188.0
0	1504.0
0	560.0
0	2232.0
0	2289.0
0	6055.0
0	228.0
3	743.0
0	575.0
2	1747.0
3	3213.0
1	3118.0
2	772.0
3	2298.0
1	2434.0
2	3.0
0	1664.0
0	7.0
0	11.0
1	8243.0
2	1591.0
0	875.0
2	1494.0
0	463.0
0	1118.0
3	821.0
0	4193.0
0	3477.0
1	4241.0
0	3642.04166667
0	2745.0
3	2763.0
4	2080.0
1	1558.0
0	3597.0
0	361.0
0	361.0
0	573.0
0	703.0
0	1569.0
0	1450.0
2	387.0
0	295.0
0	1277.0
0	1098.0
0	133.0
0	884.0
3	365.0
11	323.0
0	224.0
0	1529.0
2	64.0
1	7021.04166667
2	22.0
0	464.0
5	421.0
0	85.0
3	782.0
3	20.0
2	1520.0
0	7.0
0	6.0
1	3626.0
2	648.0
2	2011.0
0	539.0
0	201.0
6	5541.0
2	15.0
1	2.0
2	2043.0
0	750.0
0	884.0
1	1556.0
0	440.0
3	2922.0
4	284.0
0	752.0
0	1444.0
0	246.0
0	372.0
0	49.0
1	2071.95833333
0	1348.0
2	1068.0
2	3024.0
0	1344.0
3	2379.0
3	666.0
3	1079.0
0	1273.0
3	425.0
1	654.0
1	1203.04166667
0	3532.0
0	697.0
1	1915.0
0	3321.0
0	506.0
0	642.0
1	1598.0
3	2888.0
0	4059.0
0	4821.0
0	253.0
1	1499.0
2	105.0
1	2768.0
0	230.0
8	381.0
2	451.0
0	4019.0
0	2505.0
0	5216.0
0	803.0
1	1252.0
2	2608.0
0	1013.0
2	284.0
0	8.0
0	6238.0
0	1542.0
0	3676.0
0	589.0
0	585.0
0	233.0
0	128.0
2	86.0
2	218.0
3	1626.0
0	1.0
0	3032.0
0	469.0
1	3970.0
0	42.0
0	516.0
0	3.0
0	7580.0
0	4982.0
0	280.0
0	929.0
0	75.0
1	2831.0
0	3045.0
3	694.0
0	121.0
3	188.0
3	190.0
2	1700.0
2	92.0
0	438.0
0	840.0
0	4450.0
0	1.0
1	323.0
0	733.0
0	2140.0
0	488.0
0	82.0
4	2126.0
2	1205.0
0	1653.0
2	4613.04166667
2	3746.0
2	146.0
6	1293.0
0	5.0
0	201.0
0	1512.0
2	1589.0
0	1442.0
0	3628.0
2	156.0
0	1434.0
0	2141.0
0	1125.0
0	5229.0
0	504.0
0	2432.0
1	2724.0
0	2050.0
0	1.0
0	397.0
2	1001.0
0	652.0
0	1464.0
0	1791.0
0	8060.0
0	2.0
0	734.0
0	2846.0
0	1565.0
1	4403.0
0	1031.0
0	1449.0
0	7.0
0	783.0
0	496.0
2	49.0
0	653.0
0	401.0
0	5188.04166667
0	1184.0
2	96.0
0	2703.0
5	4330.0
0	6552.0
2	199.0
0	2511.0
0	414.0
0	563.0
2	1475.0
0	303.0
1	1487.0
0	885.0
0	240.0
1	10.0
9	1415.0
2	148.0
0	30.0
0	1473.0
0	731.0
0	4357.0
2	1130.0
1	4529.0
0	635.0
3	231.0
1	6811.0
0	747.0
0	1969.0
6	5232.0
0	976.0
0	3833.0
0	1109.0
0	1597.0
1	1613.0
0	1525.0
0	139.0
2	1505.0
0	1744.0
3	534.0
0	482.0
0	1212.0
0	2747.0
1	1526.0
0	412.0
0	399.0
3	23.0
3	506.0
0	3567.0
3	33.0
0	290.0
4	1297.0
2	40.0
0	385.0
0	3425.0
0	1030.0
1	7998.0
1	3339.0
9	1277.0
3	1407.0
2	3208.0
2	251.0
0	1664.0
0	600.0
13	230.0
0	165.0
0	1442.0
0	988.0
3	995.041666667
2	385.0
0	2301.0
0	1819.0
0	863.0
0	4463.0
0	3686.04166667
1	422.0
2	134.0
0	1820.0
3	1343.0
9	664.0
1	2114.0
0	1.0
0	1318.0
0	1318.0
0	657.0
0	5.0
0	435.0
1	638.0
0	492.0
4	1844.0
0	2668.0
0	2468.0
1	481.0
0	163.0
0	1979.95833333
0	3309.0
1	840.0
1	1492.0
0	6539.0
2	38.0
1	1091.0
1	1758.0
2	4387.0
1	574.0
0	1875.0
5	1693.0
0	1193.0
0	1301.0
0	1.0
2	869.0
0	287.0
0	999.0
1	3225.04166667
2	441.0
0	2.0
0	1310.0
0	863.0
0	275.0
0	4216.04166667
2	2656.0
0	4883.0
0	3370.0
1	861.0
0	1485.0
2	621.0
0	6806.0
0	1938.0
0	1052.0
0	1827.0
0	897.0
2	1278.0
1	1403.04166667
0	1953.0
2	3480.0
5	2637.0
1	6893.0
0	1455.0
4	1054.0
2	560.0
0	842.0
0	2639.0
8	1703.0
0	763.0
0	114.0
3	823.0
3	3797.0
2	894.0
