63819	31	-1	-1	817747200.0
63820	31	-1	-1	817747200.0
63821	65	-1	-1	1023984000.0
63822	86	-1	-1	1067443200.0
63823	91	-1	-1	1010419200.0
63824	115	-1	-1	974217600.0
63825	140	-1	-1	975340800.0
22239	148	33.0	696700800.0	741974400.0
63826	148	22.0	-1	741974400.0
63827	155	231.8529	-1	1262188800.0
63828	155	200.0	-1	1262188800.0
63829	155	320.0	-1	1262188800.0
63829	155	320.0	-1	1262188800.0
63827	155	231.8529	-1	1262188800.0
63828	155	200.0	-1	1262188800.0
63830	337	-1	-1	1385395200.0
63831	337	-1	-1	1385395200.0
63832	341	-1	-1	1214409600.0
63833	348	-1	-1	1348070400.0
63834	348	-1	-1	1348070400.0
63835	362	-1	-1	891100800.0
63836	362	-1	-1	891100800.0
63837	411	-1	-1	989510400.0
63838	411	562.0	-1	989510400.0
63839	481	135.0	-1	721497600.0
63840	481	219.1	-1	721497600.0
63841	481	1890.0	-1	721497600.0
63842	544	-1	-1	1398787200.0
63843	565	-1	-1	914774400.0
63844	565	860.0	-1	914774400.0
63845	568	-1	-1	1143993600.0
63846	606	80.0	-1	1143388800.0
63847	606	80.0	-1	1143388800.0
63848	618	-1	-1	987436800.0
63849	734	-1	-1	990374400.0
63850	841	-1	-1	1038240000.0
63851	909	-1	-1	1287590400.0
63852	962	510.0	-1	820080000.0
63853	962	415.0	-1	820080000.0
63854	988	-1	-1	813772800.0
63855	988	-1	-1	813772800.0
63856	1012	1800.0	-1	1182268800.0
63857	1038	-1	-1	1104249600.0
63858	1056	84.8	-1	873993600.0
63859	1056	127.2	-1	873993600.0
63860	1077	-1	-1	948729600.0
63861	1098	-1	-1	1386259200.0
63862	1135	-1	-1	1001433600.0
63863	1135	-1	-1	1001433600.0
63864	1150	-1	-1	1344873600.0
63865	1150	-1	-1	1344873600.0
63866	1150	-1	-1	1344873600.0
63867	1165	4876.5	-1	972921600.0
63867	1165	4876.5	-1	972921600.0
63868	1165	123.5	-1	972921600.0
63868	1165	123.5	-1	972921600.0
63869	1290	-1	-1	921686400.0
63870	1336	-1	-1	1323964800.0
63871	1361	-1	-1	1032710400.0
63871	1361	-1	-1	1032710400.0
63872	1538	30.0	-1	1155484800.0
38630	1542	-1	1039536000.0	1351440000.0
63873	1609	1050.0	-1	1264608000.0
49567	1609	50.0	772905600.0	1264608000.0
63874	1616	-1	-1	1085500800.0
63875	1625	-1	-1	1256659200.0
63876	1629	-1	-1	1340208000.0
63877	1647	-1	-1	893347200.0
63878	1647	-1	-1	893347200.0
63879	1647	-1	-1	893347200.0
63880	1647	-1	-1	893347200.0
63881	1686	1990.0	-1	1006963200.0
63882	1686	10.0	-1	1006963200.0
63883	1689	47.783	-1	1082476800.0
63884	1744	4000.0	-1	1316016000.0
63884	1744	4000.0	-1	1316016000.0
63885	1764	-1	-1	1057248000.0
63886	1805	-1	-1	868377600.0
63887	1839	20.8	-1	844444800.0
63888	1885	-1	-1	981216000.0
63889	1920	510.0	-1	1242144000.0
63890	1920	660.0	-1	1242144000.0
63891	1954	138.4738	-1	1048435200.0
63892	1963	-1	-1	1173628800.0
63893	1963	-1	-1	1173628800.0
63894	1984	-1	-1	925228800.0
7473	1984	-1	570211200.0	925228800.0
63895	1996	-1	-1	938620800.0
63896	1996	-1	-1	938620800.0
63897	2265	-1	-1	1189699200.0
63898	2322	-1	-1	1223481600.0
63899	2484	400.0	-1	957715200.0
63900	2516	144.0	-1	1009468800.0
63901	2516	-1	-1	1009468800.0
63902	2524	3800.0	-1	1165852800.0
63903	2611	-1	-1	1177862400.0
63904	2695	-1	-1	1346860800.0
63905	2697	2291.0	-1	962553600.0
63906	2702	51.0	-1	911318400.0
63907	2721	20.0	-1	1142265600.0
63908	2782	-1	-1	1380124800.0
2818	2818	-1	910540800.0	910540800.0
63909	2859	-1	-1	939657600.0
63910	2899	971.0	-1	703094400.0
63824	2899	102.0	-1	703094400.0
63911	2979	-1	-1	992275200.0
63912	2991	-1	-1	1396195200.0
63913	2991	-1	-1	1396195200.0
63914	3004	-1	-1	1219680000.0
63914	3004	-1	-1	1219680000.0
63915	3008	-1	-1	1134403200.0
63916	3008	-1	-1	1134403200.0
63917	3073	-1	-1	851011200.0
63918	3073	-1	-1	851011200.0
63919	3073	-1	-1	851011200.0
63920	3073	-1	-1	851011200.0
63921	3073	-1	-1	851011200.0
63922	3073	-1	-1	851011200.0
63923	3073	-1	-1	851011200.0
63924	3073	-1	-1	851011200.0
63925	3073	-1	-1	851011200.0
63926	3073	-1	-1	851011200.0
